state,median,lower_bound,upper_bound,median_100k,lower_bound_100k,upper_bound_100k,group
north dakota,-8.85123279268732e-5,-4.31095821838831e-4,1.27479367443774e-4,-8.85123279268732,-43.1095821838831,12.7479367443774,Black
ohio,5.67374799184125e-4,1.14482583603613e-4,0.00131309399140705,56.7374799184125,11.4482583603613,131.309399140705,Black
oklahoma,2.09798567693618e-4,5.94455274193712e-6,6.15465517102666e-4,20.9798567693618,0.594455274193712,61.5465517102666,Black
oregon,-5.59140011547094e-4,-0.00153931278213304,-5.48278707504839e-5,-55.914001154709396,-153.93127821330398,-5.48278707504839,Black
pennsylvania,2.12023252898991e-4,1.11826921190491e-6,6.76938728635893e-4,21.2023252898991,0.11182692119049101,67.6938728635893,Black
rhode island,3.42344139860728e-4,4.22049932769513e-5,0.0010050240422918,34.2344139860728,4.22049932769513,100.50240422918,Black
south carolina,7.67778391700575e-4,1.23646226312539e-4,0.00172687872599485,76.77783917005749,12.364622631253901,172.687872599485,Black
south dakota,-2.32711859106261e-5,-3.06338128710902e-4,2.08836954106369e-4,-2.32711859106261,-30.6338128710902,20.8836954106369,Black
tennessee,5.29782728660109e-4,-3.9459358145133e-5,0.00170834188425126,52.978272866010904,-3.9459358145133,170.834188425126,Black
texas,0.00120337797416817,2.11573905453145e-4,0.0024842384556602198,120.337797416817,21.1573905453145,248.42384556602198,Black
utah,1.79291288794625e-4,2.81721439361325e-5,4.53420662189513e-4,17.9291288794625,2.81721439361325,45.342066218951295,Black
vermont,1.12440429350779e-4,-1.59401686705636e-4,5.71744975351042e-4,11.2440429350779,-15.9401686705636,57.1744975351042,Black
virginia,5.6499511712464e-4,9.36888086793356e-5,0.00130786487202574,56.49951171246399,9.36888086793356,130.786487202574,Black
washington,-2.01225814662049e-4,-7.25530058837434e-4,6.15219603057219e-5,-20.1225814662049,-72.5530058837434,6.15219603057219,Black
wisconsin,4.25141305434283e-4,7.28553182261381e-5,9.54821213533606e-4,42.5141305434283,7.28553182261381,95.4821213533606,Black
wyoming,-8.18609204517076e-5,-4.38172295388119e-4,1.27053462318801e-4,-8.18609204517076,-43.8172295388119,12.7053462318801,Black
state_sum,0.0165909626676828,-0.00257936607234091,0.0440623496128469,1659.09626676828,-257.936607234091,4406.23496128469,Black
alabama,5.94585851702327e-4,9.84796713719839e-5,0.00135681724405913,59.458585170232695,9.84796713719839,135.681724405913,Hispanic
arkansas,4.64324687660818e-4,7.03947718669781e-5,0.00124392637374674,46.4324687660818,7.039477186697811,124.392637374674,Hispanic
california,1.85159292870792e-4,3.45163644988341e-5,4.5247914214681e-4,18.5159292870792,3.4516364498834102,45.247914214680996,Hispanic
colorado,1.54262006947539e-4,1.87897368794966e-5,4.43148901916269e-4,15.426200694753899,1.87897368794966,44.3148901916269,Hispanic
connecticut,3.95795867487361e-4,7.09808233490951e-5,0.00100256747205627,39.579586748736105,7.09808233490951,100.256747205627,Hispanic
florida,0.00112485360727026,2.30902233914564e-4,0.00243669368427609,112.485360727026,23.090223391456398,243.669368427609,Hispanic
georgia,8.65532027588558e-4,1.63123906691347e-4,0.00185577803731383,86.5532027588558,16.3123906691347,185.577803731383,Hispanic
idaho,1.44881589850294e-4,1.76215316246067e-6,4.54908756136129e-4,14.4881589850294,0.176215316246067,45.4908756136129,Hispanic
illinois,3.86182992779782e-4,6.22167929339999e-5,9.36358987750218e-4,38.6182992779782,6.2216792933999905,93.6358987750218,Hispanic
indiana,3.2468356353981e-4,5.62782557697508e-5,8.35858846104754e-4,32.468356353981,5.627825576975081,83.58588461047539,Hispanic
iowa,4.39900215143835e-4,7.7557167219437e-5,9.72939626722749e-4,43.9900215143835,7.7557167219437,97.2939626722749,Hispanic
kansas,-1.13708029965945e-4,-6.65664504039013e-4,2.56994638408764e-4,-11.3708029965945,-66.5664504039013,25.699463840876398,Hispanic
kentucky,3.32369618419312e-4,6.05540888325282e-5,7.68193458536605e-4,33.236961841931205,6.05540888325282,76.8193458536605,Hispanic
louisiana,0.00100970975564649,1.91017370244024e-4,0.00218850619577809,100.970975564649,19.1017370244024,218.85061957780903,Hispanic
maine,3.0023726855064e-4,4.3863187670568e-5,7.98525916616101e-4,30.023726855064,4.3863187670568,79.85259166161009,Hispanic
maryland,2.10312610199587e-4,8.47791675005589e-6,6.41064844966021e-4,21.0312610199587,0.847791675005589,64.10648449660209,Hispanic
maryland,2.10827660028046e-4,7.98308280576092e-6,6.59731527319579e-4,21.0827660028046,0.798308280576092,65.97315273195791,Hispanic
massachusetts,5.78273946765204e-4,9.6859712687408e-5,0.00129434895416922,57.8273946765204,9.6859712687408,129.43489541692202,Hispanic
michigan,1.49251345514965e-4,1.47060969249385e-5,4.26250996066246e-4,14.925134551496502,1.4706096924938499,42.6250996066246,Hispanic
minnesota,-8.89908604307827e-5,-3.30138098733437e-4,3.14613563536891e-5,-8.899086043078269,-33.0138098733437,3.14613563536891,Hispanic
mississippi,7.98438451566134e-4,1.37773104793526e-4,0.00175160788852585,79.8438451566134,13.777310479352602,175.160788852585,Hispanic
missouri,3.39610044745965e-4,5.09291154368002e-5,8.50956787813167e-4,33.9610044745965,5.09291154368002,85.09567878131669,Hispanic
montana,-7.51256680080291e-5,-3.26510233084896e-4,5.12039917723369e-5,-7.51256680080291,-32.6510233084896,5.12039917723369,Hispanic
nevada,7.65187881192806e-5,-9.85115399060793e-7,2.60422702454174e-4,7.65187881192806,-0.0985115399060793,26.0422702454174,Hispanic
new hampshire,7.44437638577041e-5,-1.25157123056e-4,4.06416234211454e-4,7.44437638577041,-12.5157123056,40.6416234211454,Hispanic
new jersey,2.91892899674515e-4,4.13719659788377e-5,7.77282613632758e-4,29.189289967451497,4.1371965978837695,77.7282613632758,Hispanic
new mexico,5.41266279825783e-5,-3.47359001249234e-5,2.25327677563318e-4,5.412662798257831,-3.4735900124923402,22.5327677563318,Hispanic
new york,5.34151959381868e-4,1.00797346010064e-4,0.00123481929345847,53.4151959381868,10.0797346010064,123.48192934584701,Hispanic
north carolina,4.39222309617372e-4,7.98193062071727e-5,9.85750674722533e-4,43.9222309617372,7.98193062071727,98.5750674722533,Hispanic
north dakota,-7.03527830327503e-5,-3.64134203651575e-4,9.67269602810039e-5,-7.03527830327503,-36.4134203651575,9.672696028100392,Hispanic
ohio,4.74070229848751e-4,8.21090247998297e-5,0.0010751112526695,47.4070229848751,8.21090247998297,107.51112526695,Hispanic
oklahoma,1.78150085914905e-4,7.9183445548274e-6,5.3543097552002e-4,17.8150085914905,0.7918344554827399,53.543097552001996,Hispanic
oregon,-4.40237779749107e-4,-0.00127238488404528,-2.95619571071596e-5,-44.0237779749107,-127.238488404528,-2.95619571071596,Hispanic
pennsylvania,1.76721193616163e-4,-3.52291597496163e-7,5.60222848844675e-4,17.6721193616163,-0.0352291597496163,56.022284884467496,Hispanic
rhode island,2.77548822451404e-4,3.36819804588328e-5,8.22302488278546e-4,27.754882245140397,3.36819804588328,82.2302488278546,Hispanic
south carolina,6.1972061148529e-4,1.11335224161054e-4,0.00145111800846155,61.972061148528994,11.1335224161054,145.111800846155,Hispanic
south dakota,-1.91660087565984e-5,-2.5581435051533e-4,1.71583115587824e-4,-1.91660087565984,-25.581435051533003,17.1583115587824,Hispanic
tennessee,4.395251977044e-4,-3.05118611428e-5,0.00139088841566052,43.95251977044,-3.05118611428,139.088841566052,Hispanic
texas,9.85432165714952e-4,1.95881289556292e-4,0.00210511270096944,98.54321657149521,19.588128955629198,210.51127009694403,Hispanic
utah,1.435266712753e-4,2.37304746065326e-5,3.76811946524111e-4,14.35266712753,2.37304746065326,37.6811946524111,Hispanic
vermont,9.23364327771281e-5,-1.49619824110984e-4,4.88071660375858e-4,9.23364327771281,-14.961982411098399,48.8071660375858,Hispanic
virginia,4.61404984813633e-4,8.56809303823166e-5,0.00106717016336119,46.1404984813633,8.56809303823166,106.71701633611899,Hispanic
washington,-1.60677928670308e-4,-6.11873681793374e-4,4.59212755668293e-5,-16.0677928670308,-61.1873681793374,4.59212755668293,Hispanic
wisconsin,3.42327963124315e-4,5.88279283843753e-5,8.09903921629472e-4,34.2327963124315,5.88279283843753,80.9903921629472,Hispanic
wyoming,-6.84915873918461e-5,-3.74738408137985e-4,9.75847426153709e-5,-6.8491587391846105,-37.4738408137985,9.75847426153709,Hispanic
state_sum,0.0136335624656319,-0.00222430111052847,0.0366647413438361,1363.3562465631899,-222.43011105284702,3666.47413438361,Hispanic
