state,strata,pop_at_risk,par_se,delta_o3,do3_se,n_smoky,yo,yo_se,beta,beta_se
delaware,black,7299,1423.4693877551022,NA,NA,NA,0.152,0.021,0.0095,0.004
virginia,black,29576.134755379084,2963.580948376238,8.115727586591744,0.9121610391909646,19.571428571428573,0.152,0.021,0.0095,0.004
minnesota,black,7587,2928.5714285714284,-0.7041228825706584,0.4785995141040938,45.8,0.152,0.021,0.0095,0.004
alabama,hispanic,8388,2966.326530612245,6.168036540793379,0.855377499605896,32.42857142857143,0.125,0.021,0.0095,0.004
california,hispanic,286237.4113949804,14724.792120780636,2.494174546876336,0.4425310416487048,24.78787878787879,0.125,0.021,0.0095,0.004
connecticut,hispanic,16169.219296820953,1176.8916764907133,7.530114222888063,1.5850624242069442,18.4,0.125,0.021,0.0095,0.004
maryland,hispanic,1641.9478174904896,418.18687309810525,4.3197604984360645,1.8288996169773302,17.666666666666668,0.125,0.021,0.0095,0.004
georgia,hispanic,15506.509224984138,2464.888214823651,8.394070379725413,0.643853992356035,34.36363636363637,0.125,0.021,0.0095,0.004
illinois,hispanic,45614.611039417716,6442.597146616429,3.077782143682389,0.6335156637882573,42.111111111111114,0.125,0.021,0.0095,0.004
indiana,hispanic,10326.609666521015,1573.7453666738575,6.402586608509475,1.4603050061487217,17.8,0.125,0.021,0.0095,0.004
kansas,hispanic,7334.8340726587385,543.2745281803773,-0.9269572611440776,1.2420225405971406,46,0.125,0.021,0.0095,0.004
kentucky,hispanic,3734.689811365924,919.3991366057818,4.03911989119097,0.5397091539639758,27.823529411764707,0.125,0.021,0.0095,0.004
louisiana,hispanic,4115.994711245736,1307.5523568344338,10.90478106983647,0.894491663404189,31.7,0.125,0.021,0.0095,0.004
maryland,hispanic,12212.67763916796,1319.5264360273322,4.3197604984360645,1.8288996169773302,17.666666666666668,0.125,0.021,0.0095,0.004
maine,hispanic,1622,794.3877551020408,4.690142121423655,1.4355742837081207,22.333333333333332,0.125,0.021,0.0095,0.004
michigan,hispanic,16480.195626848224,1957.178586925468,2.707859151784442,0.9364894444155839,19.555555555555557,0.125,0.021,0.0095,0.004
missouri,hispanic,7849.384411277747,1936.7135524998325,4.381615478641194,1.0447475508989015,26.666666666666668,0.125,0.021,0.0095,0.004
mississippi,hispanic,2943.6061626060095,604.4051449802328,8.811740792233623,0.8218515652930607,30.5,0.125,0.021,0.0095,0.004
montana,hispanic,1029.1678219390033,183.91107617336155,-1.3035954384973885,1.0421519238620696,21.5,0.125,0.021,0.0095,0.004
north carolina,hispanic,26322,7018.367346938776,4.840678002978285,0.5736152916373429,30.071428571428573,0.125,0.021,0.0095,0.004
nebraska,hispanic,1880.8635361585195,232.34480723525456,NA,NA,NA,0.125,0.021,0.0095,0.004
new hampshire,hispanic,1768.8258135580918,424.6357553697115,2.237445716467837,2.541148106038089,13,0.125,0.021,0.0095,0.004
new jersey,hispanic,48074.76052232812,2368.632283014812,4.30348065040259,1.2391849341743608,23.4,0.125,0.021,0.0095,0.004
new mexico,hispanic,23817.2465588474,1038.5064752863996,0.6665321870912665,0.5388803058273527,30,0.125,0.021,0.0095,0.004
nevada,hispanic,12766.313713452777,1573.7265493663976,1.871937419137972,0.8917961588037685,14.833333333333334,0.125,0.021,0.0095,0.004
new york,hispanic,102363.44342154071,9329.127286858864,7.4138704827253585,0.9932147514156776,24.555555555555557,0.125,0.021,0.0095,0.004
ohio,hispanic,10512.705823288685,1751.1120256875597,4.487444605592271,0.6712301432237828,34.7,0.125,0.021,0.0095,0.004
oklahoma,hispanic,8471.387086709597,826.1720623750397,1.5967475445049761,0.6832444024849943,38.5,0.125,0.021,0.0095,0.004
oregon,hispanic,9011.068794544353,1110.0135300858649,-2.307054093695364,0.8829536735269498,66,0.125,0.021,0.0095,0.004
pennsylvania,hispanic,32786.914220723054,3251.2241828538245,3.0428047621702374,1.4190406756386476,21,0.125,0.021,0.0095,0.004
rhode island,hispanic,4203.226747619838,385.8131462279123,9.441467473122215,3.131711620208615,11,0.125,0.021,0.0095,0.004
texas,hispanic,198772.05349022977,9719.949369535969,8.28196927028711,0.43850714056189105,39.774193548387096,0.125,0.021,0.0095,0.004
utah,hispanic,4908.721174996867,461.65565856647885,1.7515251966871814,0.46796759517952496,28.363636363636363,0.125,0.021,0.0095,0.004
vermont,hispanic,512.8333612270288,115.24875030326106,1.554207848288739,1.6832133021522477,23.5,0.125,0.021,0.0095,0.004
washington,hispanic,16025.49498483447,1498.3089746330331,-1.4450958974156776,0.9305305755491331,40.8,0.125,0.021,0.0095,0.004
wisconsin,hispanic,8249.580027551896,3023.20050552137,3.243078926509611,0.5635039627903868,35.5,0.125,0.021,0.0095,0.004
arizona,hispanic,52606.01125939154,4720.570546249,NA,NA,NA,0.125,0.021,0.0095,0.004
wyoming,hispanic,630.2739746095473,136.46759571092755,-1.2179716558722333,1.3851694294986299,21,0.125,0.021,0.0095,0.004
iowa,hispanic,4108.697973628035,899.6499141902093,3.283443042393354,0.4158930464722037,44.07142857142857,0.125,0.021,0.0095,0.004
massachusetts,hispanic,24821.34641143988,3091.9948924370774,7.4387867604117215,1.0339974576719628,26.375,0.125,0.021,0.0095,0.004
delaware,hispanic,2225,973.9795918367347,NA,NA,NA,0.125,0.021,0.0095,0.004
idaho,hispanic,3301.255062786484,549.7071002332257,2.8246969056976874,1.3134345461504757,18.5,0.125,0.021,0.0095,0.004
virginia,hispanic,12592.338479430386,4559.180061431904,8.115727586591744,0.9121610391909646,19.571428571428573,0.125,0.021,0.0095,0.004
arkansas,NA,NA,NA,5.5074680381129,1.7077936122330986,29.5,NA,NA,0.0095,0.004
colorado,NA,NA,NA,3.0958620869655618,1.0080965706046623,17.666666666666668,NA,NA,0.0095,0.004
florida,NA,NA,NA,14.603116124837058,0.48895033783058345,26.5,NA,NA,0.0095,0.004
south carolina,NA,NA,NA,9.327528142653765,1.2439463381432188,23,NA,NA,0.0095,0.004
